frame_id,steering_angle,gaus_preds
1479425443732869219,-0.019925133127,-0.03190067133864344
1479425443782898808,-0.0191986225545,-0.035248401345700064
1479425443833012205,-0.0191986225545,-0.03864074074573457
1479425443882914607,-0.0190686929655,-0.04205508187995142
1479425443933132143,-0.0174532923847,-0.04546976348894231
1479425443983182782,-0.0174532923847,-0.048864307608672324
1479425444033115695,-0.0191986225545,-0.052219626560705106
1479425444083198332,-0.0191986225545,-0.055518346487736445
1479425444133127546,-0.0191986225545,-0.058744816367827385
1479425444183146275,-0.0191986225545,-0.06188506057861323
1479425444233201168,-0.0209439508617,-0.06492730646272943
1479425444283138737,-0.0209439508617,-0.0678618211789678
1479425444333229360,-0.0219077666152,-0.0706809165887383
1479425444383185181,-0.0226892810315,-0.07337869730473459
1479425444434593057,-0.0226892810315,-0.0759508937136578
1479425444483190972,-0.0226892810315,-0.07839444835724911
1479425444533172421,-0.0253607554435,-0.08070714703431422
1479425444583259948,-0.0332155078575,-0.08288747624539111
1479425444633286162,-0.0349065847695,-0.08493489038294035
1479425444683294213,-0.0349065847695,-0.08684855041977126
1479425444733253036,-0.038429311558199994,-0.08862670820683638
1479425444783291032,-0.0418840402799,-0.09026781126482371
1479425444833288592,-0.046245502043,-0.09176947636054858
1479425444883283220,-0.05408896329969999,-0.09312867838509717
1479425444933328937,-0.0636709502156,-0.09434153507074539
1479425444983260437,-0.069813169539,-0.09540334817454102
1479425445033271766,-0.069813169539,-0.0963096665389448
1479425445083281310,-0.0680678412318,-0.09705528631122716
1479425445133336475,-0.0680678412318,-0.09763511375507347
1479425445183328558,-0.0712808155375,-0.09804408994133498
1479425445233404698,-0.0784908103537,-0.09827791955566231
1479425445283448582,-0.0872027430708,-0.0983323988501999
1479425445333367499,-0.0933303219328,-0.09820471917569737
1479425445383326348,-0.0959367873007,-0.09789278671739454
1479425445433499090,-0.09599310904740001,-0.09739571560689249
1479425445483382125,-0.09599310904740001,-0.09671294668489117
1479425445533489877,-0.09599310904740001,-0.0958454471435118
1479425445583437918,-0.09599310904740001,-0.09479551004053817
1479425445633423016,-0.09599310904740001,-0.0935659686249458
1479425445683329266,-0.09599310904740001,-0.09216069975899209
1479425445733403939,-0.09599310904740001,-0.09058519659710093
1479425445783307622,-0.09599310904740001,-0.08884484619512832
1479425445833353168,-0.09599310904740001,-0.08694679942829021
1479425445883484127,-0.09261630828800001,-0.08489891438474251
1479425445933390665,-0.09250245243310001,-0.08271012202259093
1479425445983503068,-0.09250245243310001,-0.08038991840398657
1479425446033440044,-0.09250245243310001,-0.07794898129228844
1479425446083426096,-0.0909072999107,-0.07539881041037912
1479425446133410346,-0.090757124126,-0.07275183607719041
1479425446183468695,-0.08901178836819999,-0.0700215010150449
1479425446233463132,-0.08901178836819999,-0.06722197024041225
1479425446283447100,-0.08901178836819999,-0.06436820300957301
1479425446333431175,-0.08901178836819999,-0.06147595906622152
1479425446383424337,-0.08901178836819999,-0.058562115715947397
1479425446433457370,-0.08901178836819999,-0.055643718467997455
1479425446483371405,-0.08901178836819999,-0.05273823897378296
1479425446533500137,-0.08901178836819999,-0.04986364694167624
1479425446583477115,-0.0874872625218,-0.047038176958834485
1479425446633522506,-0.0855211317539,-0.04428009699584958
1479425446683589238,-0.0822533950774,-0.04160741657665317
1479425446733573761,-0.07487152191719999,-0.039037752595772114
1479425446783611898,-0.0650519924641,-0.0365878446759799
1479425446833546046,-0.0563473461297,-0.03427349982390818
1479425446883533208,-0.0476457669458,-0.03210920246760542
1479425446933547800,-0.0441621123795,-0.03010748097759118
1479425446983608400,-0.0404076616874,-0.028278847271369274
1479425447033578750,-0.0360549705006,-0.026631175859375446
1479425447083596868,-0.0349065847695,-0.025169507115729527
1479425447133467484,-0.0349065847695,-0.023896009258318956
1479425447183549871,-0.0349065847695,-0.022809401129181645
1479425447233486454,-0.0349065847695,-0.021905047962525067
1479425447283725051,-0.0299683911788,-0.021174852498767067
1479425447333693598,-0.019817168146099996,-0.020607522505814234
1479425447383620607,-0.00794968612984,-0.020188673264195413
1479425447433621760,0.000540490350309,-0.01990131728988424
1479425447483674337,0.00174532923847,-0.01972613359851671
1479425447533663020,0.00174532923847,-0.019642070524930787
1479425447583646955,-0.0031404230948400003,-0.019626940616537743
1479425447633645468,-0.00575009634842,-0.019658026139799334
1479425447683675176,-0.0069813169539,-0.01971294238199013
1479425447733726775,-0.00748674208467,-0.019770252099048712
1479425447783780269,-0.0118499151434,-0.019809635455185683
1479425447833680291,-0.018921689451,-0.019813045531108135
1479425447883694922,-0.0350931301068,-0.019764659130462516
1479425447933701813,-0.0493447445301,-0.019651703776023627
1479425447983829975,-0.0506145469844,-0.01946430211264835
1479425448033742629,-0.048405618635,-0.019195942348762218
1479425448083725825,-0.042738443662400004,-0.018843143345209586
1479425448133784412,-0.0357468189117,-0.01840547332216387
1479425448183782273,-0.0266082278013,-0.017885496465871363
1479425448233780330,-0.0239969068652,-0.01728831677804818
1479425448283749801,-0.0226892810315,-0.016621047965029417
1479425448333826064,-0.0226892810315,-0.01589250908865803
1479425448383792183,-0.0226892810315,-0.015112967464848498
1479425448433778649,-0.0226892810315,-0.014293811171534996
1479425448483793143,-0.024434609338599998,-0.013446633532014834
1479425448533885890,-0.024434609338599998,-0.012583168555778275
1479425448583862227,-0.024434609338599998,-0.01171460323837073
1479425448633847925,-0.024434609338599998,-0.010851827505178395
1479425448683822662,-0.024434609338599998,-0.01000446779923352
1479425448733882312,-0.024434609338599998,-0.009181418722217779
1479425448783845387,-0.024434609338599998,-0.008390333364976655
1479425448833950015,-0.024434609338599998,-0.0076374671834094875
1479425448883924440,-0.024434609338599998,-0.00692750661602465
1479425448933879663,-0.024434609338599998,-0.006264202250063101
1479425448983876216,-0.023227467382200002,-0.005650111741789544
1479425449034016614,-0.0226892810315,-0.005086502827623666
1479425449083989539,-0.0226892810315,-0.004573459390831429
1479425449134003281,-0.0226892810315,-0.0041102920779115875
1479425449183978806,-0.0209439508617,-0.0036956689682523802
1479425449233996144,-0.0209439508617,-0.003327527284896607
1479425449283962329,-0.0209439508617,-0.003003271611168644
1479425449333971165,-0.0191986225545,-0.0027199609166838386
1479425449383983954,-0.0191986225545,-0.0024744197535227813
1479425449434025534,-0.0191986225545,-0.0022632825568284502
1479425449483987552,-0.0191986225545,-0.002083257408223349
1479425449534040093,-0.0191986225545,-0.0019309487517023226
1479425449584053959,-0.0191986225545,-0.0018032399666711577
1479425449634016171,-0.0191986225545,-0.0016971560708933726
1479425449684123260,-0.0191986225545,-0.0016096590427890788
1479425449734027001,-0.0191986225545,-0.0015380832283505691
1479425449784082050,-0.0191986225545,-0.0014800344386950862
1479425449834134569,-0.0174532923847,-0.0014336322411961826
1479425449884087282,-0.014630658275899999,-0.0013968721451354618
1479425449934088214,-0.00657460355223,-0.0013681194535795373
1479425449984134982,0.00389792435055,-0.001346107318639677
1479425450034140940,0.014165094170699999,-0.0013296731360326998
1479425450084078501,0.0174532923847,-0.0013177695614139
1479425450134193600,0.0174532923847,-0.001309791340579979
1479425450184172865,0.0174532923847,-0.0013050596220683802
1479425450234144378,0.0174532923847,-0.0013031533956771423
1479425450284149775,0.016413073592399997,-0.001303796139281594
1479425450334262000,0.0157079640776,-0.0013070117258456272
1479425450384178750,0.0157079640776,-0.0013128899222330465
1479425450434161961,0.0157079640776,-0.0013212874190144924
1479425450484147791,0.0139626339078,-0.001332072834851549
1479425450534184818,0.0157079640776,-0.0013455732707183784
1479425450584162450,0.0157079640776,-0.0013620788133794643
1479425450634258305,0.0139626339078,-0.0013815536649225582
1479425450684227110,0.0112286509356,-0.001404630433606685
1479425450734209984,0.0104719754308,-0.001431563592479685
1479425450784248908,0.00949656645641,-0.0014626420159711594
1479425450834260421,0.006885558886279999,-0.0014981077608871702
1479425450884230583,0.00523598771542,-0.0015383601636376415
1479425450934345661,0.00523598771542,-0.0015830690316821865
1479425450984309065,0.00428557726147,-0.0016337066176350331
1479425451034286630,0.00174532923847,-0.0016901737686305315
1479425451084317905,0.00174532923847,-0.0017529847968880449
1479425451134304083,0.00174532923847,-0.0018228228395645789
1479425451184289528,0.00174532923847,-0.0019003887295558977
1479425451234414501,0.00174532923847,-0.0019869691655307765
1479425451284350407,0.00174532923847,-0.0020837067670590207
1479425451334284259,0.00174532923847,-0.00219217673743015
1479425451384384161,0.00174532923847,-0.0023145273177181823
1479425451434326964,0.00174532923847,-0.0024527690823049806
1479425451484368953,0.000863254577075,-0.002610084361708763
1479425451534399242,-0.00525730796876,-0.0027897015047968934
1479425451584434387,-0.0200794795376,-0.002995344148047435
1479425451634350263,-0.0383463288982,-0.003231238020817556
1479425451684382956,-0.054068166737900006,-0.0035018025465104905
1479425451734356975,-0.057595863938300004,-0.003811955215717924
1479425451784399230,-0.056754873675499994,-0.004167031409463535
1479425451834383177,-0.054156352962499994,-0.004572588347991616
1479425451884425416,-0.0489642485872,-0.005034313308651719
1479425451934441674,-0.0385434929834,-0.005557440417175189
1479425451984403693,-0.0246920494294,-0.006147307193781145
1479425452034457721,-0.00558596839946,-0.006808572198541399
1479425452084417312,0.016217482220799998,-0.007545649940078695
1479425452134520843,0.0380955629401,-0.008362513478842901
1479425452184466002,0.052190135502500005,-0.009261968722458854
1479425452234335175,0.0558505356312,-0.010245692381190524
1479425452284375611,0.0498477744951,-0.01131465302322812
1479425452334564662,0.0438328147382,-0.012468176306718351
1479425452384627152,0.038397245109099996,-0.01370432834365554
1479425452434545378,0.0366519130766,-0.015019329875075276
1479425452484609213,0.038397245109099996,-0.016408127101612012
1479425452534553900,0.0417505788815,-0.017863696591077213
1479425452584569515,0.0426253382784,-0.019377382349498668
1479425452634553611,0.045378562063,-0.020939187277112293
1479425452684562980,0.044674762384400005,-0.02253795037056963
1479425452734636836,0.0420595156653,-0.02416069809279179
1479425452784608361,0.0418879017234,-0.025793867938825474
1479425452834609980,0.0418879017234,-0.027423199967660183
1479425452884611953,0.0376993089608,-0.029033883049811228
1479425452934601849,0.03159968801,-0.030611308774070103
1479425452984630588,0.028985867815200003,-0.03214138983327644
1479425453034674381,0.0246277800307,-0.03361089953527574
1479425453084683167,0.018523682305299997,-0.03500776480165234
1479425453134711461,0.0141671722753,-0.036321732527951144
1479425453184665706,0.0139626339078,-0.03754465381474712
1479425453234723205,0.0139626339078,-0.03867088085944449
1479425453284690109,0.007438749432600001,-0.03969674675057116
1479425453334712197,0.00197699965677,-0.04062117009361155
1479425453384695179,-0.000630310508041,-0.04144573709044377
1479425453434771997,-0.00349065847695,-0.0421750459864417
1479425453484719139,-0.00821815356705,-0.04281563028584694
1479425453534887926,-0.0137149284541,-0.04337604196036244
1479425453584746259,-0.018060700695,-0.04386678388394477
1479425453634743110,-0.022415092883,-0.044299349619463635
1479425453684792122,-0.0285214702875,-0.04468613489850982
1479425453734799602,-0.0360848818357,-0.045039932069705135
1479425453784765115,-0.042467663061800005,-0.04537364590860928
1479425453834837075,-0.0471238903701,-0.04569930559353671
1479425453884781104,-0.0523598790169,-0.04602827184002136
1479425453934842652,-0.05554172457780001,-0.04637054173386451
1479425453984831513,-0.0558505356312,-0.04673455300803815
1479425454034831660,-0.0558505356312,-0.04712721901809706
1479425454084836219,-0.0558505356312,-0.04755352714612082
1479425454134878742,-0.0558505356312,-0.048016594306682384
1479425454184883542,-0.054105207324,-0.048518089644334045
1479425454234889377,-0.054105207324,-0.04905859659832045
1479425454284867819,-0.0523598790169,-0.049637185280780226
1479425454334887035,-0.04159677297330001,-0.050252398276460386
1479425454384960133,-0.0258922987781,-0.0509024161551129
1479425454434866999,-0.00714305439182,-0.0515852264920187
1479425454484877099,0.010670411978,-0.052299547565889816
1479425454534965755,0.0205567319992,-0.05304488791057778
1479425454584960425,0.020467849281099997,-0.053820596511507765
1479425454634985147,0.0130225248384,-0.0546273318334848
1479425454684962544,-0.0013861639573599998,-0.05546701915535028
1479425454734974049,-0.0162073486133,-0.05634128773620071
1479425454784969623,-0.030571572774799997,-0.05725294169037747
1479425454834992068,-0.0349065847695,-0.05820471704471451
1479425454885024662,-0.0349065847695,-0.059198964941666425
1479425454935000744,-0.031859894065200005,-0.060236652147224144
1479425454985024030,-0.0300956352463,-0.061318210170810857
1479425455034974159,-0.0314159281552,-0.06244063293453726
1479425455084988816,-0.0335669160378,-0.06360042931364349
1479425455135196249,-0.0349065847695,-0.06479063448875932
1479425455185043601,-0.0349065847695,-0.06600140089476675
1479425455235022567,-0.0361668787354,-0.06722015117356483
1479425455285050614,-0.0387798548856,-0.06843120442367198
1479425455335094080,-0.04314131652269999,-0.06961680140125646
1479425455385076496,-0.045378562063,-0.07075661232644197
1479425455435061538,-0.045378562063,-0.0718285973335413
1479425455485082736,-0.0471238903701,-0.07281028520962358
1479425455535127618,-0.0471238903701,-0.07367823404354366
1479425455585094908,-0.0471238903701,-0.07441017002489417
1479425455635124585,-0.0471238903701,-0.07498486079172033
1479425455685131513,-0.0471238903701,-0.07538331890900278
1479425455735105758,-0.0471238903701,-0.07558975460893572
1479425455785133934,-0.0471238903701,-0.07559155504194619
1479425455835194894,-0.0471238903701,-0.07538002009484437
1479425455885189938,-0.0471238903701,-0.07495077816216252
1479425455935224714,-0.0471238903701,-0.07430393148167055
1479425455985211822,-0.0471238903701,-0.07344430321809507
1479425456035194304,-0.0471238903701,-0.07238031834505007
1479425456085192347,-0.0471238903701,-0.07112474884392936
1479425456135205196,-0.0471238903701,-0.06969302870831846
1479425456185239597,-0.0471238903701,-0.06810376236662782
1479425456235223757,-0.0471238903701,-0.06637704616075413
1479425456285289737,-0.0471238903701,-0.06453506909627134
1479425456335235126,-0.0471238903701,-0.06259954691458997
1479425456385302974,-0.045378562063,-0.06059194401316949
1479425456435270061,-0.04252902677730001,-0.05853256548623075
1479425456485283777,-0.0379449233684,-0.05644022460114333
1479425456535173529,-0.0281703159651,-0.05433086224252724
1479425456585276789,-0.013211137396,-0.052217809622449284
1479425456635797438,0.00159152272113,-0.05011072577947444
1479425456685307525,0.0178556940472,-0.04801574317204766
1479425456735295991,0.0272422715875,-0.045935225318007214
1479425456785300349,0.029839446784099995,-0.043868006304558844
1479425456835252850,0.0314159281552,-0.04180876831825036
1479425456885298305,0.029523455953900005,-0.039748865790824775
1479425456935439781,0.0251399013664,-0.037676248632878086
1479425456985195670,0.020802209535099998,-0.03557547343243418
1479425457035293970,0.0191986225545,-0.03342822854683536
1479425457085310967,0.0191986225545,-0.031213441722230638
1479425457135319871,0.0174532923847,-0.0289082171126884
1479425457185327174,0.0174532923847,-0.02648781375965445
1479425457235454552,0.0174532923847,-0.02392588058463024
1479425457285396179,0.0173391774304,-0.02119517828236741
1479425457335680191,0.0157079640776,-0.018268271901672416
1479425457385403889,0.0157079640776,-0.015117611399455043
1479425457435365862,0.0157079640776,-0.011715909726125115
1479425457485440946,0.013869030954200001,-0.008036388826623423
1479425457535450517,0.007769524400010001,-0.0040541529469633845
1479425457585440122,0.00159427588995,0.0002536364226847958
1479425457635453799,-0.00806871496081,0.004907656169044169
1479425457685490309,-0.0230337510116,0.009925600768438944
1479425457735463426,-0.0448001128711,0.01532223106227628
1479425457785461222,-0.0647810042627,0.021108787906097753
1479425457835461298,-0.0750491544604,0.02729305269975241
1479425457885465463,-0.0732682431085,0.03387840842667648
1479425457935443994,-0.06362049643380001,0.04086459370792017
1479425457985574404,-0.0469381320027,0.0482472322154995
1479425458035516248,-0.0225679110537,0.0560183135340487
1479425458085493111,2.56344534706e-05,0.06416574984836765
1479425458136360647,0.0123629653642,0.0726736065687764
1479425458185513500,0.019192970838999998,0.08152239348321891
1479425458235501711,0.0209439508617,0.09068970653748243
1479425458285570854,0.0192137077325,0.10015058408051335
1479425458335571469,0.018345922764400002,0.10987694925081315
1479425458385563406,0.0174532923847,0.11983872870403925
1479425458435515237,0.0174532923847,0.1300040302517345
1479425458485591816,0.0174532923847,0.14033936890654083
1479425458535558462,0.0191986225545,0.1508105100958901
1479425458585637408,0.0208917700011,0.16138216126553245
1479425458635623430,0.0217564697731,0.17201843526755334
1479425458685606031,0.0243647436456,0.1826842095586466
1479425458735633876,0.0337998107135,0.19334503163081754
1479425458785721635,0.0503007588783,0.20396701882958582
1479425458835615526,0.0696309131469,0.2145182887037077
1479425458885675290,0.0784465863188,0.22496900947238327
1479425458935565509,0.0802851468325,0.23529172431390002
1479425458985707633,0.0802851468325,0.24546172315439307
1479425459035786213,0.096334262292,0.2554577107165581
1479425459085797381,0.134909679228,0.26526146620668944
1479425459135788300,0.172065925116,0.27485809506047937
1479425459185786240,0.194972386498,0.28423595197890494
1479425459235825132,0.20071285963100002,0.29338664994217317
1479425459285815544,0.197361765975,0.30230467278278794
1479425459335818316,0.18807098790399998,0.3109868077072969
1479425459385787916,0.185004904866,0.31943187400350115
1479425459435785050,0.193069436159,0.32763989634194063
1479425459485754631,0.21536627283000004,0.3356119692485483
1479425459535766306,0.237697700187,0.3433494340959975
1479425459585771912,0.24434609711199998,0.35085349682737477
1479425459636465071,0.241123556023,0.3581246105804032
1479425459685848966,0.229227683671,0.365162175262435
1479425459735915311,0.217493222843,0.3719643292950897
1479425459786004828,0.214675500989,0.37852825571601
1479425459835837416,0.214675500989,0.38485030020725336
1479425459885872479,0.214675500989,0.39092581119720987
1479425459935836098,0.214044540863,0.39674947385437026
1479425459985895144,0.209676809014,0.40231564002038345
1479425460035898639,0.20943951606800001,0.4076194190910336
1479425460085913121,0.20943951606800001,0.4126566266347224
1479425460135915916,0.21180183549000003,0.41742514274493164
1479425460185897187,0.21763742861699997,0.42192377817113225
1479425460235891152,0.228086913691,0.42615404875673313
1479425460285874473,0.23854681815099998,0.4301190422705501
1479425460335911555,0.242600768805,0.4338245401084824
1479425460385924823,0.244054889485,0.4372774289052726
1479425460435939785,0.24434609711199998,0.4404862467252734
1479425460485916173,0.242600768805,0.44346067434296915
1479425460535995187,0.240855440497,0.44621092236680526
1479425460585919323,0.240855440497,0.4487467358553692
1479425460636021329,0.240855440497,0.45107624429775417
1479425460686012382,0.240855440497,0.45320487174742513
1479425460735978366,0.240855440497,0.45513568282011674
1479425460786022659,0.240855440497,0.45686779691447565
1479425460836126575,0.240855440497,0.45839651820864374
1479425460886062982,0.240855440497,0.4597126326175047
1479425460936039201,0.240855440497,0.4608025196186012
1479425460986067216,0.240855440497,0.46164810419233343
1479425461036044239,0.240855440497,0.4622268813213648
1479425461086025165,0.240855440497,0.46251245023432047
1479425461136092742,0.240855440497,0.4624751510144629
1479425461186041375,0.240855440497,0.4620831994231692
1479425461236058072,0.240855440497,0.4613036878059873
1479425461286099435,0.240855440497,0.46010339673452894
1479425461336139116,0.240855440497,0.4584500944994803
1479425461386151397,0.24218089683200003,0.4563136108907634
1479425461436092381,0.25002372540600004,0.4536674971838207
1479425461486115901,0.260484687135,0.45048910791887814
1479425461536098853,0.27005694294599997,0.4467613613442526
1479425461586114145,0.277053557236,0.4424734021111415
1479425461636214238,0.281844773407,0.43762168786466704
1479425461686225785,0.293586815755,0.43221039630004876
1479425461736150276,0.304485005321,0.42625224066606965
1479425461786111572,0.314456296292,0.4197684320572691
1479425461836053567,0.32324675756099996,0.41278882721288396
1479425461886149455,0.324631243944,0.405351622943599
1479425461936239444,0.322510055477,0.39750327078599385
1479425461986247230,0.318150034215,0.3892970979546166
1479425462036292389,0.317649930716,0.38079311916198705
1479425462086339659,0.317649930716,0.37205639454833833
1479425462136375243,0.315540836556,0.363156138303373
1479425462186258632,0.307022339689,0.35416442351013266
1479425462236287595,0.289775427678,0.34515447601963645
1479425462286259544,0.26385464686500004,0.33619870969516624
1479425462336263555,0.235121572788,0.32736677443143614
1479425462386336544,0.20456667226,0.318725141926256
1479425462436366156,0.175791072242,0.31033394068883485
1479425462486333565,0.14533473076099998,0.3022481412158081
1479425462536357592,0.11512154244100001,0.2945142319026254
1479425462586437466,0.0871987907398,0.2871703157138943
1479425462636389990,0.0637070402551,0.2802457056571866
1479425462686412613,0.0517931287782,0.2737607305644983
1479425462736443337,0.0506145469844,0.2677269966013214
1479425462786339435,0.0517522065608,0.2621475392950938
1479425462836441371,0.0523598790169,0.2570179736651712
1479425462886374748,0.0523598790169,0.2523266599329757
1479425462936411672,0.052113840332699994,0.24805688852646846
1479425462986389593,0.0523598790169,0.24418667745273095
1479425463036419577,0.0523598790169,0.24069078141460126
1479425463086398960,0.0506145469844,0.23754190665859667
1479425463136517686,0.0467059414072,0.23471254120111926
1479425463186442372,0.0397182947117,0.23217387854940952
1479425463236508913,0.0327386988548,0.2298976537392815
1479425463286463571,0.026851279654900004,0.2278567076243906
1479425463336416846,0.026179939508400002,0.2260253464531551
1479425463386544935,0.026179939508400002,0.22437862303833697
1479425463436580362,0.026179939508400002,0.2228930068954119
1479425463486542942,0.026179939508400002,0.2215458573081343
1479425463536555320,0.024434609338599998,0.22031422184792115
1479425463586548994,0.024434609338599998,0.21917516905392134
1479425463636538475,0.024434609338599998,0.21810504492164445
1479425463686540439,0.023415482901099998,0.21707917564570653
1479425463736563501,0.0225449091217,0.21607142601994353
1479425463786541648,0.0199387683574,0.21505427094978966
1479425463836571234,0.0119907116648,0.21399896544532193
1479425463886551352,0.0032640507352399996,0.21287495570542997
1479425463936636948,-0.00373364859472,0.21165186390512472
1479425463986676844,-0.014192044309700001,0.2102994226482483
1479425464036541085,-0.026278201661400002,0.2087881627009064
1479425464086638268,-0.031601727765799996,0.20708940183686853
1479425464136608112,-0.0349065847695,0.20517805895367233
1479425464186611296,-0.032207281549900005,0.20303155444992133
1479425464236603193,-0.027853424323800002,0.2006321521491288
1479425464286627281,-0.024434609338599998,0.19796655453430506
1479425464336639025,-0.0226892810315,0.19502642086400718
1479425464386624593,-0.0226892810315,0.19180902354875606
1479425464436634617,-0.0208974375982,0.18831712082143487
1479425464486686174,-0.01736807679,0.1845578757341771
1479425464536723116,-0.0121788944663,0.1805433783088321
1479425464586654079,-0.00433798098518,0.17628947884350626
1479425464636737631,0.0035081178441100005,0.17181586556524422
1479425464686718454,0.009610448641389999,0.16714522613069627
1479425464736677121,0.0139626339078,0.16230291458534865
1479425464786819578,0.0279637317675,0.15731551517927217
1479425464836759993,0.0765685986669,0.1522112099312156
1479425464886744466,0.136862345306,0.14701869699975545
1479425464936803774,0.184519643184,0.14176793333792367
1479425464986752484,0.207625566462,0.13648965007353506
1479425465036782011,0.204293398477,0.1312154369987195
1479425465086825944,0.185205409112,0.12597824686550457
1479425465136802389,0.160812223251,0.12081221724339476
1479425465186824434,0.13806433982799998,0.11575257973878425
1479425465236787478,0.12238512003699999,0.11083599828208592
1479425465286839373,0.116132488169,0.10609989846161952
1479425465336790704,0.11344639957000001,0.10158257758439715
1479425465386827745,0.111701071262,0.09732307207649729
1479425465436888835,0.111701071262,0.09335961540735407
1479425465486704280,0.106671425744,0.08972983455745598
1479425465536740826,0.09293141286769999,0.08647015643128075
1479425465586851290,0.0704323846918,0.08361374886939078
1479425465636861208,0.0426716516275,0.08119041229467236
1479425465686863460,0.015426120472200001,0.07922554897258619
1479425465736850570,-0.00137074575728,0.07773949921210205
1479425465786885844,-0.0069813169539,0.07674711483104019
1479425465836991130,-0.0069813169539,0.07625702690378283
1479425465886884016,-0.0027670561585399996,0.07627161486410905
1479425465936951597,-0.000148323209107,0.0767874091808445
1479425465986941594,0.0031802599739699997,0.07779466772787864
1479425466036861894,0.0118798940135,0.0792782711724867
1479425466086876737,0.026170036923000004,0.08121833230387253
1479425466136972790,0.0479655838271,0.08359010952736265
1479425466187045408,0.07220628456280001,0.08636566014560013
1479425466236967408,0.09171377806360001,0.08951431998302586
1479425466286924703,0.0977384373546,0.0930019634588518
1479425466337047501,0.0977384373546,0.09679409450631477
1479425466387068708,0.0953237264075,0.10085490540673259
1479425466437097862,0.0942477807403,0.1051479097442512
1479425466486985077,0.09903129959460001,0.1096375239483757
1479425466537029996,0.106236628795,0.11428765620374468
1479425466587146615,0.108851305316,0.1190633577949901
1479425466636982407,0.11318720908,0.12393140203860015
1479425466687154186,0.11756902427999999,0.1288600875257691
1479425466737019562,0.126892977588,0.1338197100418611
1479425466787107269,0.133257979026,0.13878318785288504
1479425466837157829,0.140850677868,0.14372687383235894
1479425466887161583,0.143116995692,0.14863074628112896
1479425466937061748,0.143116995692,0.1534792783872717
1479425466987144748,0.14545058527000002,0.15826157038549954
1479425467037250592,0.151278393357,0.16297283132209706
1479425467087097662,0.165106877999,0.1676147559121889
1479425467137030932,0.18833906496800001,0.17219485654309744
1479425467187091121,0.212759293273,0.17672702702320875
1479425467237121179,0.23432222764400001,0.18123244574977398
1479425467287147926,0.25121274859299997,0.18573800847340807
1479425467337226793,0.257978861917,0.19027705131350303
1479425467387190438,0.26354470849,0.1948876523750645
1479425467437240204,0.267035365105,0.19961222243378784
1479425467487131527,0.267035365105,0.2044958072528543
1479425467537124339,0.267035365105,0.20958399206669923
1479425467587213312,0.26354470849,0.21492254624888132
1479425467637198914,0.26354470849,0.22055462879532078
1479425467687245795,0.26354470849,0.22651921616647505
